File,Time_Sec,GPU_Util,RAM_Usage_MB,Power_W,Net_Sent_Bytes,Net_Recv_Bytes,CPU_Core_0,CPU_Core_1,CPU_Core_2,CPU_Core_3,CPU_Total_Avg
EC_0179-5379-04-04-PSJ-F-04-A.wav,407.48694922201685,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,407.6130896800023,0,4673,0,0,0,21.4,0.0,0.0,0.0,5.35
EC_0179-5379-04-04-PSJ-F-04-A.wav,407.73924767502467,0,4673,0,0,0,14.3,0.0,0.0,0.0,3.575
EC_0179-5379-04-04-PSJ-F-04-A.wav,407.867191175028,0,4673,0,0,0,0.0,0.0,0.0,0.0,0.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,407.993548605009,0,4673,0,0,0,15.4,0.0,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,408.1205632540223,0,4673,0,0,0,0.0,7.1,0.0,0.0,1.775
EC_0179-5379-04-04-PSJ-F-04-A.wav,408.2468387270055,0,4673,0,0,0,15.4,0.0,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,408.3718554460211,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,408.49860934502794,0,4673,0,0,0,7.7,8.3,0.0,0.0,4.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,408.6261936890078,0,4673,0,0,0,0.0,7.7,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,408.7544158270175,0,4673,0,0,0,7.7,7.7,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,408.8806587550207,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,409.00872299601906,0,4673,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,409.13655615301104,0,4673,0,0,0,15.4,7.7,0.0,0.0,5.775
EC_0179-5379-04-04-PSJ-F-04-A.wav,409.26471547200345,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,409.3904858310125,0,4673,0,0,0,14.3,0.0,0.0,0.0,3.575
EC_0179-5379-04-04-PSJ-F-04-A.wav,409.5154733310046,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,409.64117495002574,0,4673,0,0,0,15.4,0.0,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,409.76747327300836,0,4673,0,0,0,8.3,0.0,0.0,7.7,4.0
EC_0179-5379-04-04-PSJ-F-04-A.wav,409.8956469600089,0,4673,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,410.0226098950079,0,4673,0,0,0,7.7,0.0,0.0,7.7,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,410.1499193760101,0,4673,0,0,0,0.0,0.0,0.0,8.3,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,410.2769337690261,0,4673,0,0,0,7.7,0.0,0.0,7.7,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,410.404047368007,0,4673,0,0,0,7.7,0.0,0.0,7.7,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,410.5310720980051,0,4673,0,0,0,7.7,0.0,7.1,0.0,3.7
EC_0179-5379-04-04-PSJ-F-04-A.wav,410.65795438800706,0,4673,0,0,0,0.0,0.0,0.0,8.3,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,410.7843081060273,0,4673,0,0,0,7.7,0.0,0.0,7.7,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,410.91054245701525,0,4673,0,0,0,0.0,0.0,8.3,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,411.03731088602217,0,4673,0,0,0,0.0,0.0,14.3,0.0,3.575
EC_0179-5379-04-04-PSJ-F-04-A.wav,411.1633039760054,0,4673,0,0,0,14.3,0.0,7.7,0.0,5.5
EC_0179-5379-04-04-PSJ-F-04-A.wav,411.2908780470025,0,4673,0,0,0,0.0,0.0,0.0,7.7,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,411.4171199190023,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,411.5466651680181,0,4673,0,0,0,14.3,0.0,0.0,0.0,3.575
EC_0179-5379-04-04-PSJ-F-04-A.wav,411.6732797320001,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,411.79905789901386,0,4673,0,0,0,15.4,0.0,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,411.92646437801886,0,4673,0,0,0,15.4,0.0,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,412.0527851660154,0,4673,0,0,0,7.7,7.1,0.0,0.0,3.7
EC_0179-5379-04-04-PSJ-F-04-A.wav,412.1801504580071,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,412.30873053500545,0,4673,0,0,0,15.4,7.1,0.0,0.0,5.625
EC_0179-5379-04-04-PSJ-F-04-A.wav,412.43497535100323,0,4673,0,0,0,0.0,7.7,7.7,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,412.5613134840096,0,4673,0,0,0,14.3,0.0,0.0,0.0,3.575
EC_0179-5379-04-04-PSJ-F-04-A.wav,412.6873817470041,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,412.8153658880037,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,412.9416646590107,0,4673,0,0,0,7.7,0.0,0.0,0.0,1.925
EC_0179-5379-04-04-PSJ-F-04-A.wav,413.0696684180002,0,4673,0,0,0,8.3,0.0,0.0,0.0,2.075
EC_0179-5379-04-04-PSJ-F-04-A.wav,413.196116637002,0,4673,0,0,0,15.4,0.0,0.0,0.0,3.85
EC_0179-5379-04-04-PSJ-F-04-A.wav,413.3244201870111,0,4673,0,0,0,15.4,0.0,0.0,0.0,3.85
